filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_22_ch_287_strand.fast5	c286af5b-d2a5-4fbf-9195-7f98291ba0e6	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	287	2	25.071049	12.467131	3129	TRUE	27.216799	2590	10.321381	831	8.858955	0.000000	127.906769	15.097193
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_122_ch_363_strand.fast5	40cec7d9-83fc-4fdd-8e7d-f5eb03511a21	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	363	3	225.647742	3.610890	906	FALSE	225.647742	906	3.610890	55	5.534111	0.000000	95.895134	10.204584
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_39_ch_108_strand.fast5	c7b28ed0-3914-437f-b49d-a9f7b4b872da	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	108	4	143.842297	13.597610	3413	TRUE	143.842297	3413	13.597610	617	8.306562	0.000000	112.809578	15.376770
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_52_ch_126_strand.fast5	eab886fa-5f80-425e-b2fe-30c69b2cd314	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	126	3	109.665007	3.284197	824	FALSE	109.665007	824	3.284197	22	3.022063	0.000000	120.078598	14.538037
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_60_ch_477_strand.fast5	512d29db-19d8-4f62-b98c-4fe3eb9786e5	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	477	1	112.628486	6.611222	1659	TRUE	114.902722	1088	4.336985	331	11.334150	0.000000	121.336700	14.398249
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_15_ch_151_strand.fast5	a0550a48-74bb-40b1-a0a2-1f0bf914b6fa	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	151	1	21.603586	11.381142	2856	TRUE	25.260292	1938	7.724436	526	9.037570	0.000000	107.218025	14.957404
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_111_ch_323_strand.fast5	f58c4b8c-96bf-40bd-8285-89cc76a70702	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	323	2	194.143094	3.375498	847	FALSE	194.143094	847	3.375498	109	3.207878	0.000000	106.519081	14.118671
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_112_ch_13_strand.fast5	2d55233c-9532-4582-976b-8f06e1ca1aac	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	13	1	196.249336	34.296481	8608	TRUE	199.856574	7703	30.689243	1788	9.036243	0.000000	120.218384	15.656348
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_40_ch_306_strand.fast5	9c03f8d7-2030-4d81-9130-e713cafbf05c	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	306	3	68.803121	10.660691	2675	TRUE	72.843625	1661	6.620186	264	10.502910	0.000000	113.788101	14.398249
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_101_ch_142_strand.fast5	58c461c2-7079-4f9a-8d7c-66cc107e12bb	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	142	1	172.220452	3.948871	991	FALSE	172.220452	991	3.948871	53	5.031438	0.000000	96.873650	9.925006
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_37_ch_225_strand.fast5	90c4aea9-b1fe-4bbc-bd64-332d00dd755f	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	225	3	85.662019	5.726428	1437	TRUE	90.395750	249	0.992696	67	9.997845	0.000000	112.669792	13.839093
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_50_ch_382_strand.fast5	4b076096-3698-4c95-acb9-666f36e2685f	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	382	1	121.446215	5.015604	1258	FALSE	121.446215	1258	5.015604	110	3.620085	0.000000	121.895851	7.967963
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_52_ch_27_strand.fast5	fa438122-0451-4ae2-b18b-760fe7da79d8	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	27	1	77.232404	6.064741	1522	FALSE	78.678951	1159	4.618194	364	5.006028	0.000000	81.357094	11.043317
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_24_ch_113_strand.fast5	0bbc846a-63e5-4445-aded-32fa5d407c32	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	113	3	44.191235	10.736056	2694	TRUE	47.028220	1982	7.899070	487	9.714905	0.000000	109.454651	13.559516
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_56_ch_364_strand.fast5	dca78e6a-28bc-432c-8fb7-6d4bfef33f14	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	364	1	114.957835	16.317397	4095	TRUE	115.762284	3893	15.512948	1256	8.856284	0.000000	98.411331	10.344373
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_18_ch_211_strand.fast5	4142b951-a32c-4d5e-8b6a-3cf7e1785de4	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	211	1	25.505976	3.316069	832	FALSE	25.505976	832	3.316069	49	4.175361	0.000000	108.755707	17.613392
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_65_ch_389_strand.fast5	f5acf216-0508-4fd2-9430-20743e904f7c	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	389	4	140.128486	16.117862	4045	TRUE	143.915007	3095	12.331341	883	8.791500	0.000000	112.110634	15.516560
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_37_ch_57_strand.fast5	88813c2e-bad5-4ebf-99ed-3b24cc0e4629	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	57	1	65.322377	17.974436	4511	TRUE	68.707835	3661	14.588977	1019	8.873689	0.000000	109.314857	14.118671
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_68_ch_179_strand.fast5	99071b5c-2a02-4481-b31e-f69091e6adff	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	179	1	191.402058	32.670651	8200	FALSE	195.529216	7164	28.543493	1749	6.651669	0.000000	113.648315	15.236981
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_26_ch_77_strand.fast5	3d3fec6a-f6bc-4ad0-8877-654b11ab62a0	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	77	1	50.084329	3.927955	985	FALSE	50.084329	985	3.927955	15	2.738858	0.000000	131.261703	3.354932
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_37_ch_424_strand.fast5	e2503294-644a-4984-b874-82bc21f2ab10	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	424	3	61.983732	5.473440	1373	FALSE	64.991700	618	2.465471	101	2.744081	0.000000	125.530365	5.311975
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_121_ch_2_strand.fast5	887047ae-25ef-4020-8185-e41dcf20ebab	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	2	1	156.382802	4.237716	1063	FALSE	156.382802	1063	4.237716	68	4.091126	0.000000	113.228943	5.731342
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_15_ch_399_strand.fast5	633fff95-523c-4e93-ab9b-0936d0c6666d	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	399	1	25.379150	3.183599	799	FALSE	25.379150	799	3.183599	54	3.682472	0.000000	100.927528	16.215504
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_63_ch_172_strand.fast5	66f167f7-5369-48b8-b59c-34a22168757e	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	172	1	112.421979	3.268592	820	FALSE	112.421979	820	3.268592	53	4.054149	0.000000	97.572594	12.720782
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_70_ch_499_strand.fast5	a81e2f9a-9daf-49c7-9721-dfe5740e51da	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	499	1	140.164343	12.968459	3255	TRUE	142.742696	2607	10.390106	702	10.710728	0.000000	110.153595	15.236981
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_12_ch_485_strand.fast5	50a51c00-96c0-4593-9783-3a5f38933d29	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	485	1	35.658035	3.239044	813	FALSE	35.658035	813	3.239044	53	5.518658	0.000000	94.357452	7.828174
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_35_ch_199_strand.fast5	d4403a7f-81e2-42d4-9d22-dd1f9eff107d	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	199	1	72.639110	3.210159	805	FALSE	75.694223	38	0.155046	1	2.893352	0.000000	102.045837	2.096832
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_52_ch_290_strand.fast5	a77a1603-9f13-4b89-ba02-797268424581	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	290	3	90.845286	3.285525	824	FALSE	93.365206	192	0.765604	1	2.408597	0.000000	123.153954	1.677466
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_38_ch_409_strand.fast5	fd654319-6343-41b9-8976-8e9f1b65497d	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	409	4	65.961487	12.196547	3061	TRUE	67.105246	2774	11.052789	1124	9.676935	0.000000	117.981766	14.118671
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_240_ch_497_strand.fast5	754fa425-5dc5-4a49-9b2c-941f391c40de	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	497	1	135.813745	3.138778	787	FALSE	138.602922	87	0.349602	1	2.012788	0.000000	123.293739	1.677466
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_26_ch_228_strand.fast5	035bb8a7-f6b5-49b0-a375-03dded6cde30	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	228	3	42.509296	3.244356	814	FALSE	42.509296	814	3.244356	49	2.580862	0.000000	135.734940	5.731342
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_69_ch_431_strand.fast5	53334af5-ba7b-4f9d-bfdb-8a7c73c83323	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	431	1	100.356242	7.899734	1982	FALSE	103.092297	1296	5.163679	138	3.090837	0.000000	124.132477	5.451764
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_37_ch_23_strand.fast5	a5babab1-1468-4cd0-b48d-4a58fbf4f7ff	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	23	1	34.805113	7.138778	1791	TRUE	37.413015	1137	4.530876	309	10.390270	0.000000	111.551483	15.236981
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_46_ch_452_strand.fast5	91496a4d-b852-4799-85ee-e48aeb21c68f	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	452	1	76.654050	14.603586	3665	TRUE	78.331673	3244	12.925963	989	9.086634	0.000000	108.476128	15.097193
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_41_ch_184_strand.fast5	bb6074f8-8721-449f-a0e3-11b1e6b8bda9	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	184	4	112.387450	17.574701	4411	FALSE	116.370850	3411	13.591301	541	6.042745	0.000000	101.486687	14.258460
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_118_ch_223_strand.fast5	ad75eaed-1004-40df-a827-16f59e96da21	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	223	4	200.620186	3.742364	939	FALSE	200.620186	939	3.742364	57	4.407186	0.000000	97.293022	13.699305
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_120_ch_166_strand.fast5	e62c1a1a-5fd8-4201-bb9a-cb18b8635d98	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	166	1	221.329681	3.505644	879	FALSE	221.329681	879	3.505644	59	4.733028	0.000000	121.057121	11.882050
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_68_ch_211_strand.fast5	f40ffc58-9b66-43d9-9e61-9cdfd53901b3	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	211	1	148.951859	3.073373	771	FALSE	148.951859	771	3.073373	92	2.767789	0.000000	124.831421	7.688385
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_63_ch_51_strand.fast5	1e9ba6c7-ecef-45f4-8e10-c631ae0cb7b4	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	51	1	158.217131	7.144090	1793	TRUE	161.808101	891	3.553121	245	8.177220	0.000000	96.174706	8.247540
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_72_ch_344_strand.fast5	d2d4bfff-83aa-4a95-81a3-cb737f5c175f	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	344	3	124.126162	3.297145	827	FALSE	124.126162	827	3.297145	71	2.952438	0.000000	136.294098	7.967963
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_47_ch_357_strand.fast5	db8f5cfd-a3fe-423d-b039-bb9913cd8629	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	357	4	101.383134	37.569389	9429	TRUE	104.409031	8670	34.543493	1054	8.924935	0.000000	106.938446	14.538037
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_41_ch_86_strand.fast5	468a467d-72b7-4f1c-9496-264e7e79bd09	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	86	1	66.113546	8.445883	2119	TRUE	67.922311	1665	6.637118	419	8.760489	0.000000	120.917328	14.677826
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_34_ch_258_strand.fast5	debfe5d8-516c-4707-83e1-acaf211ecd5c	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	258	1	76.608234	3.634130	912	FALSE	78.920319	331	1.322045	18	2.412716	0.000000	125.530365	2.795776
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_62_ch_150_strand.fast5	c490155f-c452-4fcd-82d4-d3ff57afef58	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	150	1	95.643758	5.300797	1330	TRUE	96.387118	1143	4.557437	448	9.817213	0.000000	114.626831	14.118671
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_66_ch_129_strand.fast5	52037345-7a95-4c84-948f-3240ef2c944d	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	129	1	129.347278	9.605246	2410	TRUE	132.422975	1638	6.529548	523	8.707160	0.000000	109.314857	13.559516
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_130_ch_466_strand.fast5	1c767ab7-3ea8-4308-bd4e-742bf7ebab75	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	466	1	218.021248	8.557105	2147	FALSE	221.505644	1273	5.072709	161	4.810174	0.000000	97.013443	8.387329
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_57_ch_205_strand.fast5	28962994-ae59-426b-8805-9e0bc7cca0af	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	205	1	133.174635	5.777888	1450	FALSE	133.174635	1450	5.777888	66	4.524465	0.000000	104.981407	8.247540
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_60_ch_453_strand.fast5	5f7591ba-36e2-4698-8558-2f292abed3a7	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	453	3	99.373506	4.382802	1100	FALSE	102.916667	210	0.839641	2	2.108645	0.000000	130.842331	1.677466
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_62_ch_503_strand.fast5	654eb4c0-60a1-4fb7-9f7d-e61051892a49	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	503	1	124.101594	17.149402	4304	TRUE	126.745020	3641	14.505976	983	8.899028	0.000000	112.809578	17.333815
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_39_ch_31_strand.fast5	46d9c8aa-0125-42af-b351-30ba065b84cd	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	31	4	67.806773	3.417663	857	FALSE	67.806773	857	3.417663	82	5.643501	0.000000	97.572594	12.301416
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_72_ch_285_strand.fast5	2635a00a-1589-4415-b17a-0633be42626d	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	285	3	133.698539	5.250664	1317	TRUE	135.738712	805	3.210491	269	9.734507	0.000000	110.852539	14.817616
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_68_ch_38_strand.fast5	cb255352-93ec-4539-a336-f8dea6140026	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	38	3	130.345950	4.194555	1052	FALSE	130.345950	1052	4.194555	43	3.677254	0.000000	95.475761	6.290497
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_73_ch_508_strand.fast5	3ec7a0fb-dd41-4446-8d23-a8321245a691	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	508	3	181.953851	3.892098	976	FALSE	181.953851	976	3.892098	34	4.854760	0.000000	102.604996	14.817616
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_175_ch_16_strand.fast5	d804e524-8449-4e7e-a9ad-4d1175908f37	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	16	3	129.405710	4.127822	1036	FALSE	129.405710	1036	4.127822	35	5.098177	0.000000	102.744781	18.871490
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_48_ch_446_strand.fast5	5e0c4923-6113-4c18-b202-acc4729d9a97	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	446	2	104.344954	4.677955	1174	FALSE	108.025232	250	0.997676	48	5.649155	0.000000	125.670151	9.365851
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_52_ch_321_strand.fast5	fedb6b88-665b-487c-8508-68abc43e5f40	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	321	1	88.794821	16.047477	4027	TRUE	91.107570	3447	13.734728	813	9.562503	0.000000	120.917328	13.279938
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_18_ch_158_strand.fast5	5a887299-1483-4ae8-8e53-57ff11b53012	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	158	1	28.518924	3.226760	809	FALSE	28.518924	809	3.226760	52	4.956905	0.000000	95.615555	7.129230
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_114_ch_329_strand.fast5	355296cc-7e7f-497c-86d3-9199c3353f8a	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	329	2	171.933599	13.609894	3416	TRUE	173.608898	2995	11.934595	868	8.024950	0.000000	132.799377	14.398249
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_63_ch_325_strand.fast5	38624c18-63fc-4e72-979f-1785147d0c45	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	325	4	141.518924	3.676959	922	FALSE	141.518924	922	3.676959	55	4.495033	0.000000	99.669426	8.247540
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_24_ch_253_strand.fast5	4675062e-134f-41da-9075-6d1bdbb5d82b	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	253	1	62.991368	13.243028	3324	TRUE	65.486720	2697	10.747676	735	9.347836	0.000000	110.013802	14.957404
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_72_ch_137_strand.fast5	30097167-ef39-41fb-93e7-95e24a498de9	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	137	4	149.890106	20.079017	5039	TRUE	152.385790	4413	17.583333	969	9.230865	0.000000	122.455009	16.495081
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_10_ch_420_strand.fast5	e337da09-3565-4811-8540-f8bef95b4ee5	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	420	1	30.472776	12.633134	3170	TRUE	32.622510	2631	10.483400	835	10.520291	0.000000	112.390213	15.236981
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_108_ch_247_strand.fast5	bde0010d-9c22-460b-9d5b-c2dcfc65dbba	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	247	1	172.271248	10.950531	2748	TRUE	174.790505	2116	8.431275	567	10.211986	0.000000	118.960289	14.398249
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_41_ch_239_strand.fast5	21ee6682-cd99-42a5-bc7e-14a82211fe09	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	239	1	84.639442	3.733400	937	FALSE	84.639442	937	3.733400	31	4.458138	0.000000	98.131752	17.333815
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_58_ch_230_strand.fast5	f648883b-6107-4436-aef2-983ef7c5b8c8	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	230	3	150.734396	11.006972	2762	FALSE	154.531208	1809	7.210159	396	6.133963	0.000000	117.003242	9.086273
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_62_ch_39_strand.fast5	77ce27b3-d16b-495c-b2dc-e6b9063c0242	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	39	1	130.705843	3.918991	983	FALSE	132.927291	426	1.697543	158	3.627648	0.000000	108.476128	9.365851
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_12_ch_310_strand.fast5	66a89f0b-d503-4cf2-8bd6-a53ce4792157	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	310	1	22.156375	33.777556	8478	TRUE	26.003652	7512	29.930279	2390	7.786145	0.000000	106.798660	16.215504
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_4_ch_67_strand.fast5	849318c0-cb7a-4770-9026-d38fa10528ca	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	67	3	9.702191	4.406042	1105	TRUE	12.966135	286	1.142098	38	11.383025	0.000000	108.755707	14.677826
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_57_ch_353_strand.fast5	74d2f764-7e93-4144-a993-69a242f1a567	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	353	1	122.437251	3.206175	804	FALSE	122.437251	804	3.206175	29	3.356104	0.000000	97.153229	17.892969
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_6_ch_158_strand.fast5	993b5a54-4480-4819-a260-5c8a74895e4c	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	158	1	9.770584	3.810425	956	FALSE	9.770584	956	3.810425	42	4.776964	0.000000	107.497604	18.591913
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_44_ch_136_strand.fast5	3d625cc2-2bba-4f04-b13a-5a2ca6496a3a	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	136	1	54.818061	3.609562	906	FALSE	58.106574	80	0.321049	1	2.793039	0.000000	129.164871	1.677466
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_110_ch_25_strand.fast5	026c13a9-27ac-4afc-912f-a19d12dbc9ff	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	25	3	208.014608	10.202523	2560	TRUE	210.322377	1981	7.894754	488	7.717531	0.000000	126.788460	12.860572
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_61_ch_3_strand.fast5	c282bc04-5356-42d7-b75d-b724f04adcd4	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	3	2	156.935591	3.041501	763	FALSE	156.935591	763	3.041501	36	4.740398	0.000000	101.906052	11.742261
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_107_ch_306_strand.fast5	5d3bd776-1273-4ebc-8b19-7341bb40d137	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	306	3	179.154714	3.768924	946	FALSE	179.154714	946	3.768924	37	3.563636	0.000000	125.530365	13.978882
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_25_ch_408_strand.fast5	6dfe18f4-ea2d-4bcf-a79d-0f1b18aad0a0	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	408	1	50.492032	3.380810	848	FALSE	50.492032	848	3.380810	29	5.955395	0.000000	119.519440	17.333815
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_119_ch_152_strand.fast5	3b3ca7c5-b0de-4034-b5fe-4e2a30078b38	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	152	1	178.556773	12.333665	3095	TRUE	180.337649	2648	10.552789	878	9.890081	0.000000	117.702187	14.957404
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_107_ch_2_strand.fast5	47d19ffd-3190-4903-9ea3-b49493246f36	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	2	1	105.641766	30.411023	7633	TRUE	107.351262	7204	28.701527	1882	8.741891	0.000000	130.702545	16.075714
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_28_ch_279_strand.fast5	b0997757-1051-404b-8def-794e7672c083	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	279	1	47.720452	10.707503	2687	TRUE	52.484396	1491	5.943559	428	8.996961	0.000000	117.841980	14.677826
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_46_ch_182_strand.fast5	2836aa93-975c-44fa-b1ad-90f9d4285c93	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	182	3	98.753652	9.250664	2321	FALSE	98.753652	2321	9.250664	82	3.338236	0.000000	95.475761	4.752820
knope_20170928_FAH27864_MN20358_sequencing_run_170928_jhuna12878rna1_16188_read_107_ch_54_strand.fast5	e33a1c29-40d3-4d67-98d6-c0966ac7cc37	62f43a8034d5d4b5f21b4f203d9bb8843b805ea9	0	54	1	212.342961	9.983732	2505	TRUE	214.967463	1847	7.359230	435	10.618754	0.000000	109.734222	15.935925
